shipment_id,order_id,warehouse_city,customer_city,shipment_date,delivery_date,shipment_status,transport_cost,weight_kg,distance_km,fuel_cost,driver_id,vehicle_type
101554,501554,Mumbai,Bangalore,2025-12-15,,In Transit,5056,79,2070,13301,1090,Truck
101555,501555,Delhi,Pune,2025-05-23,2025-06-02,Delivered,7007,77,146,763,1090,Container
101556,501556,Delhi,Lucknow,2026-01-13,2026-01-15,Delivered,2262,58,1990,8027,1072,Container
101557,501557,Delhi,Mumbai,2025-03-31,2025-04-06,Delivered,6435,65,1693,12792,1018,Truck
101558,501558,Delhi,Pune,2025-03-30,2025-04-03,Delivered,6448,62,2752,12530,1034,Container
101559,501559,Delhi,Pune,2026-02-28,2026-03-01,Delivered,1802,34,879,3649,1096,Container
101560,501560,Delhi,Chennai,2025-03-03,2025-03-04,Delivered,2280,19,2198,8709,1068,Truck
101561,501561,Bangalore,Pune,2025-11-24,,In Transit,15755,115,2017,7411,1085,Container
101562,501562,Hyderabad,Jaipur,2025-08-08,2025-08-15,Delivered,8625,75,2644,14483,1010,Mini Truck
101563,501563,Pune,Pune,2026-06-07,2026-06-09,Delivered,2904,66,2152,12081,1032,Container
101564,501564,Pune,Chennai,2025-08-19,,In Transit,7467,57,294,1433,1042,Container
101565,501565,Delhi,Bangalore,2026-01-18,2026-01-28,Delivered,14560,112,970,7266,1062,Container
101566,501566,Pune,Pune,2025-09-05,2025-09-10,Delivered,6120,68,357,2070,1054,Truck
101567,501567,Chennai,Mumbai,2025-05-30,2025-05-31,Delayed,4420,52,1186,4796,1084,Van
101568,501568,Bangalore,Lucknow,2025-12-01,,In Transit,11400,114,1974,10230,1097,Mini Truck
101569,501569,Hyderabad,Chennai,2025-04-04,2025-04-10,Delivered,8249,73,2167,12942,1033,Van
101570,501570,Bangalore,Hyderabad,2026-06-10,2026-06-16,Delivered,2065,35,2368,10459,1040,Mini Truck
101571,501571,Bangalore,Lucknow,2026-02-26,2026-03-08,Delivered,7021,59,2793,9875,1079,Mini Truck
101572,501572,Pune,Hyderabad,2025-07-14,2025-07-20,Delivered,10080,96,2273,9697,1060,Mini Truck
101573,501573,Delhi,Hyderabad,2025-09-10,2025-09-16,Delivered,3864,28,2702,14140,1032,Container
101574,501574,Hyderabad,Hyderabad,2026-04-16,2026-04-19,Delivered,1628,37,2532,9846,1049,Container
101575,501575,Delhi,Mumbai,2025-07-13,2025-07-18,Delayed,7140,68,1912,10916,1036,Container
101576,501576,Mumbai,Hyderabad,2025-02-22,,Cancelled,9435,85,2055,6359,1056,Container
101577,501577,Bangalore,Mumbai,2025-05-24,2025-05-30,Delivered,4080,102,273,1954,1036,Truck
101578,501578,Chennai,Lucknow,2025-10-02,2025-10-04,Delivered,6100,100,1783,4849,1085,Truck
101579,501579,Delhi,Mumbai,2025-12-12,,Cancelled,6887,97,1185,5763,1030,Mini Truck
101580,501580,Chennai,Kolkata,2025-10-01,,In Transit,2700,50,1018,2673,1075,Van
101581,501581,Mumbai,Pune,2026-01-28,2026-02-07,Delivered,322,7,706,3983,1079,Van
101582,501582,Hyderabad,Mumbai,2025-04-08,2025-04-15,Delivered,3069,33,1041,6092,1023,Mini Truck
101583,501583,Bangalore,Mumbai,2025-01-04,2025-01-09,Delivered,6660,60,2424,17386,1058,Mini Truck
101584,501584,Mumbai,Mumbai,2025-03-25,2025-04-02,Delivered,7869,61,665,4910,1079,Container
101585,501585,Delhi,Lucknow,2025-10-06,2025-10-14,Delivered,4680,60,2196,9380,1064,Container
101586,501586,Hyderabad,Kolkata,2025-07-30,2025-08-01,Delivered,4536,81,1596,10907,1027,Mini Truck
101587,501587,Bangalore,Chennai,2026-02-19,2026-02-24,Delivered,9960,120,995,5773,1061,Truck
101588,501588,Pune,Kolkata,2025-09-07,2025-09-09,Delivered,5208,62,139,784,1047,Container
101589,501589,Delhi,Jaipur,2026-03-23,2026-03-30,Delayed,1072,16,1841,8128,1035,Van
101590,501590,Bangalore,Jaipur,2025-06-11,2025-06-21,Delivered,9657,87,2168,11750,1026,Truck
101591,501591,Hyderabad,Chennai,2025-02-19,2025-02-21,Delayed,4370,95,700,4119,1071,Truck
101592,501592,Bangalore,Mumbai,2026-06-22,,In Transit,4464,62,660,2164,1056,Van
101593,501593,Mumbai,Bangalore,2026-02-24,2026-03-05,Delivered,598,13,999,5909,1074,Mini Truck
101594,501594,Bangalore,Lucknow,2026-04-27,,In Transit,7735,119,737,1912,1026,Truck
101595,501595,Delhi,Mumbai,2025-10-03,2025-10-06,Delayed,9782,73,558,2814,1098,Van
101596,501596,Pune,Pune,2025-06-06,2025-06-09,Delivered,2736,36,85,612,1099,Van
101597,501597,Chennai,Delhi,2026-05-28,2026-05-29,Delivered,3080,55,602,1665,1020,Mini Truck
101598,501598,Mumbai,Kolkata,2026-01-12,2026-01-17,Delivered,5952,64,1056,3657,1015,Mini Truck
101599,501599,Mumbai,Kolkata,2025-02-13,2025-02-20,Delivered,1562,22,52,261,1063,Container
101600,501600,Chennai,Lucknow,2026-02-18,,In Transit,6464,64,2701,12010,1078,Container
101601,501601,Bangalore,Lucknow,2026-02-22,2026-03-02,Delivered,1281,21,199,577,1048,Van
101602,501602,Delhi,Kolkata,2026-02-27,2026-03-04,Delivered,3900,52,147,761,1097,Truck
101603,501603,Mumbai,Ahmedabad,2025-05-31,2025-06-10,Delivered,12508,106,622,4270,1051,Mini Truck
101604,501604,Mumbai,Delhi,2025-08-21,,In Transit,3182,37,2043,10347,1060,Van
101605,501605,Mumbai,Jaipur,2025-05-14,2025-05-15,Delivered,4176,36,646,4893,1038,Van
101606,501606,Delhi,Chennai,2026-04-22,,In Transit,10620,118,2726,7986,1038,Van
101607,501607,Chennai,Lucknow,2026-05-04,2026-05-12,Delivered,1001,13,1493,5321,1065,Mini Truck
101608,501608,Delhi,Mumbai,2025-05-30,2025-06-08,Delayed,1482,39,295,1564,1081,Van
101609,501609,Delhi,Jaipur,2026-02-18,2026-02-28,Delivered,7182,63,1471,6319,1048,Truck
101610,501610,Chennai,Kolkata,2025-05-07,,In Transit,9180,102,2046,13708,1005,Truck
101611,501611,Mumbai,Ahmedabad,2025-12-05,2025-12-13,Delivered,6762,98,2651,8726,1098,Mini Truck
101612,501612,Delhi,Kolkata,2026-01-29,2026-02-02,Delivered,730,10,230,590,1018,Mini Truck
101613,501613,Hyderabad,Kolkata,2025-07-18,2025-07-21,Delivered,6313,59,2290,8938,1027,Truck
101614,501614,Delhi,Pune,2025-02-08,2025-02-16,Delivered,6615,105,320,1624,1022,Container
101615,501615,Delhi,Mumbai,2026-04-16,2026-04-22,Delayed,7885,83,1574,12208,1034,Van
101616,501616,Pune,Chennai,2026-06-24,2026-07-04,Delivered,9798,71,1192,6873,1032,Mini Truck
101617,501617,Delhi,Ahmedabad,2026-05-10,2026-05-19,Delivered,5461,43,2093,16643,1007,Van
101618,501618,Bangalore,Mumbai,2025-06-01,2025-06-05,Delivered,10998,117,1068,7986,1013,Van
101619,501619,Hyderabad,Ahmedabad,2026-03-06,2026-03-11,Delivered,825,15,1043,6181,1085,Truck
101620,501620,Bangalore,Delhi,2026-03-23,2026-03-30,Delivered,2280,24,1746,13760,1043,Van
101621,501621,Delhi,Hyderabad,2025-08-30,2025-09-07,Delivered,3410,55,2460,11633,1031,Van
101622,501622,Mumbai,Kolkata,2025-06-18,2025-06-28,Delivered,3818,46,2480,17837,1013,Truck
101623,501623,Delhi,Delhi,2025-06-03,2025-06-11,Delivered,16184,119,428,2972,1083,Mini Truck
101624,501624,Delhi,Delhi,2026-04-28,2026-05-01,Delivered,5082,42,1552,9732,1090,Van
101625,501625,Pune,Kolkata,2025-03-31,2025-04-05,Delivered,1833,47,459,3662,1011,Truck
101626,501626,Chennai,Delhi,2025-07-16,2025-07-23,Delayed,5280,110,2058,8170,1038,Truck
101627,501627,Chennai,Hyderabad,2025-05-22,2025-06-01,Delivered,6270,114,1114,6727,1090,Truck
101628,501628,Hyderabad,Kolkata,2025-08-18,2025-08-19,Delivered,6600,55,1437,4879,1061,Container
101629,501629,Bangalore,Lucknow,2025-11-10,2025-11-17,Delivered,7888,58,1013,8018,1040,Van
101630,501630,Mumbai,Bangalore,2026-04-18,2026-04-21,Delivered,378,9,375,2149,1016,Mini Truck
101631,501631,Delhi,Jaipur,2025-05-10,2025-05-12,Delivered,5043,41,1412,6014,1031,Container
101632,501632,Hyderabad,Ahmedabad,2025-05-06,,In Transit,11520,90,2311,13247,1091,Mini Truck
101633,501633,Hyderabad,Delhi,2026-01-08,2026-01-12,Delivered,2009,49,320,855,1033,Container
101634,501634,Mumbai,Jaipur,2026-04-20,2026-04-27,Delivered,9660,105,1375,4442,1042,Container
101635,501635,Pune,Chennai,2025-07-08,2025-07-11,Delivered,1702,37,1753,9076,1043,Mini Truck
101636,501636,Delhi,Pune,2025-09-03,2025-09-11,Delivered,5080,40,878,3066,1005,Truck
101637,501637,Pune,Chennai,2025-12-18,2025-12-24,Delayed,2304,48,61,314,1065,Mini Truck
101638,501638,Mumbai,Pune,2025-12-07,2025-12-16,Delivered,3400,40,2224,16441,1076,Mini Truck
101639,501639,Hyderabad,Delhi,2026-04-11,,Cancelled,5760,80,2291,12516,1097,Container
101640,501640,Delhi,Hyderabad,2025-12-07,2025-12-17,Delivered,8075,85,307,2168,1054,Container
101641,501641,Chennai,Kolkata,2025-08-25,,In Transit,6993,111,2470,12278,1039,Truck
101642,501642,Mumbai,Kolkata,2025-09-18,2025-09-19,Delivered,2880,72,988,3675,1058,Mini Truck
101643,501643,Hyderabad,Delhi,2026-03-17,2026-03-19,Delivered,11021,107,1170,8165,1070,Container
101644,501644,Delhi,Lucknow,2025-11-10,2025-11-11,Delayed,4216,68,2426,13191,1071,Van
101645,501645,Delhi,Bangalore,2026-02-03,2026-02-09,Delivered,3186,27,2282,8218,1088,Container
101646,501646,Delhi,Chennai,2025-09-09,,In Transit,357,7,457,3482,1094,Van
101647,501647,Mumbai,Hyderabad,2025-09-21,2025-09-28,Delivered,2511,31,721,2189,1037,Van
101648,501648,Chennai,Lucknow,2025-03-12,2025-03-15,Delivered,4060,116,547,4236,1009,Van
101649,501649,Mumbai,Mumbai,2026-04-08,2026-04-17,Delivered,9682,103,2239,11887,1062,Van
101650,501650,Delhi,Chennai,2025-04-05,2025-04-12,Delivered,11232,108,825,6350,1093,Truck
101651,501651,Chennai,Mumbai,2025-03-06,2025-03-12,Delivered,3475,25,2188,13767,1025,Container
101652,501652,Pune,Chennai,2025-01-31,2025-02-07,Delivered,5088,106,1821,12637,1100,Container
101653,501653,Mumbai,Pune,2025-07-14,2025-07-22,Delivered,13520,104,2451,15528,1096,Mini Truck
101654,501654,Pune,Jaipur,2026-04-14,2026-04-20,Delivered,1170,30,221,1103,1001,Van
101655,501655,Delhi,Chennai,2025-12-13,2025-12-14,Delivered,2025,45,1948,6306,1013,Truck
101656,501656,Chennai,Pune,2026-04-30,2026-05-09,Delivered,4850,97,1445,8579,1005,Van
101657,501657,Mumbai,Hyderabad,2026-03-12,2026-03-14,Delivered,1440,12,1279,9979,1018,Van
101658,501658,Hyderabad,Pune,2025-10-15,2025-10-22,Delivered,1134,14,2224,6478,1040,Van
101659,501659,Hyderabad,Delhi,2025-01-27,,Cancelled,5796,46,806,2427,1018,Truck
101660,501660,Bangalore,Mumbai,2025-04-08,,Cancelled,7725,103,1417,10466,1024,Mini Truck
101661,501661,Chennai,Mumbai,2025-08-26,2025-08-31,Delivered,14672,112,2303,12613,1011,Van
101662,501662,Chennai,Hyderabad,2025-04-13,,In Transit,7474,101,216,1631,1054,Truck
101663,501663,Pune,Chennai,2025-10-03,2025-10-06,Delayed,1430,13,436,1099,1062,Truck
101664,501664,Hyderabad,Chennai,2026-02-20,2026-02-25,Delivered,2650,25,2470,18333,1032,Truck
101665,501665,Bangalore,Pune,2025-07-09,2025-07-19,Delivered,10810,94,475,3309,1061,Mini Truck
101666,501666,Pune,Pune,2025-06-23,2025-07-02,Delayed,1225,35,1720,10746,1035,Mini Truck
101667,501667,Hyderabad,Lucknow,2025-09-01,2025-09-05,Delivered,6972,83,2781,9896,1068,Van
101668,501668,Bangalore,Pune,2026-02-19,,Cancelled,4047,57,2418,9627,1079,Truck
101669,501669,Pune,Ahmedabad,2025-09-19,2025-09-27,Delivered,430,5,519,2983,1096,Van
101670,501670,Pune,Pune,2025-07-08,2025-07-18,Delayed,1320,20,2798,9033,1006,Mini Truck
101671,501671,Mumbai,Delhi,2025-03-15,2025-03-18,Delivered,1568,32,1182,6690,1084,Mini Truck
101672,501672,Pune,Mumbai,2025-01-15,2025-01-21,Delivered,1643,31,1881,6223,1083,Truck
101673,501673,Bangalore,Chennai,2026-02-25,2026-03-06,Delivered,8372,92,1176,7229,1082,Mini Truck
101674,501674,Mumbai,Ahmedabad,2025-12-28,2026-01-01,Delivered,4690,67,2052,10067,1033,Truck
101675,501675,Hyderabad,Jaipur,2025-06-12,2025-06-13,Delivered,10200,100,1929,7889,1053,Truck
101676,501676,Bangalore,Pune,2025-10-18,2025-10-25,Delivered,9785,103,106,723,1068,Truck
101677,501677,Chennai,Jaipur,2025-12-23,2025-12-27,Delivered,7626,62,872,6323,1062,Container
101678,501678,Bangalore,Pune,2026-05-07,2026-05-10,Delivered,819,7,1010,5224,1029,Mini Truck
101679,501679,Delhi,Hyderabad,2026-01-15,2026-01-17,Delivered,3939,39,2746,18939,1096,Container
101680,501680,Delhi,Mumbai,2025-04-20,2025-04-25,Delivered,4847,37,1050,8155,1072,Mini Truck
101681,501681,Pune,Jaipur,2025-01-04,2025-01-05,Delivered,4048,46,2318,13035,1001,Container
101682,501682,Mumbai,Pune,2025-04-22,2025-04-29,Delayed,4070,37,1163,4183,1052,Van
101683,501683,Delhi,Ahmedabad,2026-04-29,2026-05-03,Delivered,3588,46,237,1057,1098,Mini Truck
101684,501684,Chennai,Chennai,2026-05-20,2026-05-29,Delivered,336,7,362,2030,1018,Mini Truck
101685,501685,Hyderabad,Delhi,2025-07-29,2025-08-07,Delivered,4752,99,347,2167,1071,Container
101686,501686,Pune,Pune,2025-08-15,2025-08-19,Delayed,2028,52,446,1744,1076,Container
101687,501687,Delhi,Hyderabad,2026-04-06,,In Transit,1040,16,1445,8474,1012,Van
101688,501688,Chennai,Lucknow,2025-09-04,2025-09-09,Delivered,8806,74,734,4892,1094,Truck
101689,501689,Hyderabad,Bangalore,2026-02-26,,In Transit,1683,17,413,2356,1074,Van
101690,501690,Delhi,Ahmedabad,2025-12-24,,In Transit,10706,101,1902,12035,1004,Truck
101691,501691,Pune,Kolkata,2025-01-22,2025-01-26,Delivered,1728,27,692,4536,1094,Mini Truck
101692,501692,Mumbai,Bangalore,2025-07-22,2025-07-30,Delivered,1104,12,2760,10324,1018,Truck
101693,501693,Delhi,Bangalore,2026-01-11,2026-01-16,Delivered,5994,111,1818,11423,1021,Container
101694,501694,Hyderabad,Delhi,2025-06-25,2025-07-04,Delivered,1296,27,1771,5253,1021,Mini Truck
101695,501695,Delhi,Pune,2026-03-02,2026-03-06,Delivered,6486,94,730,4690,1092,Van
101696,501696,Hyderabad,Pune,2025-08-09,,Cancelled,6667,59,755,5361,1057,Van
101697,501697,Bangalore,Hyderabad,2025-08-08,,In Transit,6420,107,132,624,1049,Container
101698,501698,Delhi,Kolkata,2025-04-29,2025-05-02,Delayed,7680,120,270,1769,1069,Truck
101699,501699,Chennai,Jaipur,2026-02-09,,In Transit,3239,79,603,3225,1069,Mini Truck
101700,501700,Mumbai,Bangalore,2025-02-21,2025-03-03,Delivered,4810,74,353,1928,1011,Van
101701,501701,Chennai,Lucknow,2025-04-06,2025-04-12,Delivered,10500,75,607,2112,1055,Container
101702,501702,Mumbai,Pune,2025-08-14,2025-08-16,Delivered,8094,71,655,3231,1055,Truck
101703,501703,Pune,Chennai,2026-04-17,2026-04-22,Delivered,4294,113,1433,3843,1002,Truck
101704,501704,Pune,Delhi,2025-02-01,2025-02-04,Delivered,11009,101,2659,7833,1089,Mini Truck
101705,501705,Hyderabad,Mumbai,2026-03-26,2026-04-04,Delayed,3654,87,1571,10731,1096,Truck
101706,501706,Pune,Pune,2025-12-28,2025-12-30,Delivered,12402,106,2114,8655,1038,Van
101707,501707,Mumbai,Mumbai,2025-06-01,2025-06-11,Delivered,5254,74,2002,10412,1099,Truck
101708,501708,Mumbai,Pune,2025-10-23,2025-10-24,Delivered,4275,45,1604,4366,1056,Container
101709,501709,Delhi,Delhi,2025-02-20,2025-02-25,Delivered,9794,118,1056,4645,1044,Truck
101710,501710,Bangalore,Lucknow,2025-10-09,2025-10-16,Delivered,2650,53,2356,8945,1020,Van
101711,501711,Chennai,Bangalore,2025-11-26,2025-11-27,Delivered,7140,51,1320,4535,1074,Container
101712,501712,Pune,Delhi,2025-02-10,2025-02-11,Delivered,3705,57,901,4285,1079,Container
101713,501713,Chennai,Chennai,2025-01-18,2025-01-27,Delayed,1204,28,565,1601,1007,Truck
101714,501714,Hyderabad,Hyderabad,2025-05-08,,In Transit,4896,72,70,415,1034,Mini Truck
101715,501715,Chennai,Jaipur,2026-05-26,,In Transit,2124,36,2162,9900,1098,Mini Truck
101716,501716,Chennai,Mumbai,2026-02-14,2026-02-17,Delivered,4823,91,318,2013,1080,Van
101717,501717,Pune,Pune,2026-06-19,2026-06-24,Delivered,3135,57,1268,3314,1054,Mini Truck
101718,501718,Bangalore,Lucknow,2026-03-18,2026-03-23,Delivered,4680,104,1081,5449,1006,Container
101719,501719,Bangalore,Ahmedabad,2025-06-10,2025-06-16,Delivered,4040,101,1240,4372,1030,Van
101720,501720,Bangalore,Lucknow,2025-07-11,2025-07-12,Delivered,8550,90,396,1811,1053,Van
101721,501721,Bangalore,Lucknow,2026-06-02,,In Transit,896,7,975,3021,1031,Mini Truck
101722,501722,Bangalore,Chennai,2025-05-18,2025-05-19,Delivered,3549,91,1442,5902,1082,Truck
101723,501723,Bangalore,Bangalore,2025-07-29,,In Transit,1829,31,1504,10613,1033,Van
101724,501724,Pune,Mumbai,2026-02-09,2026-02-12,Delayed,4968,108,468,1413,1077,Container
101725,501725,Chennai,Jaipur,2025-05-07,2025-05-17,Delivered,3300,30,1037,3113,1087,Mini Truck
101726,501726,Hyderabad,Bangalore,2025-05-18,2025-05-24,Delivered,2871,33,210,1512,1093,Truck
101727,501727,Delhi,Kolkata,2026-06-02,2026-06-08,Delivered,5076,54,440,3424,1053,Truck
101728,501728,Delhi,Pune,2025-08-02,,In Transit,11880,108,170,524,1100,Container
101729,501729,Delhi,Lucknow,2025-05-11,,In Transit,4752,72,103,647,1043,Container
101730,501730,Pune,Jaipur,2025-09-28,2025-10-08,Delayed,700,20,1751,12874,1088,Mini Truck
101731,501731,Hyderabad,Chennai,2025-12-21,2025-12-22,Delivered,1568,14,1324,3826,1016,Van
101732,501732,Delhi,Lucknow,2025-10-27,2025-11-03,Delivered,5616,72,2005,14254,1076,Mini Truck
101733,501733,Hyderabad,Bangalore,2025-06-24,2025-06-27,Delayed,3584,32,2534,13385,1010,Mini Truck
101734,501734,Hyderabad,Hyderabad,2025-12-10,2025-12-12,Delivered,624,16,1095,6925,1094,Van
101735,501735,Mumbai,Lucknow,2026-02-22,,In Transit,1150,10,1552,4061,1044,Mini Truck
101736,501736,Hyderabad,Ahmedabad,2026-03-15,2026-03-16,Delivered,3479,71,443,2925,1055,Truck
101737,501737,Delhi,Bangalore,2025-02-26,2025-03-02,Delivered,4335,51,1649,12144,1012,Truck
101738,501738,Hyderabad,Pune,2026-04-12,2026-04-16,Delivered,2261,17,768,2843,1044,Van
101739,501739,Delhi,Ahmedabad,2026-06-06,2026-06-13,Delivered,7566,78,495,2942,1063,Container
101740,501740,Chennai,Pune,2025-08-04,,Cancelled,7992,111,1130,7484,1006,Truck
101741,501741,Mumbai,Hyderabad,2025-01-06,2025-01-14,Delayed,8112,104,844,3495,1062,Mini Truck
101742,501742,Hyderabad,Delhi,2025-08-06,2025-08-12,Delivered,3403,83,558,1709,1048,Container
101743,501743,Pune,Delhi,2025-02-18,2025-02-28,Delivered,10823,79,315,1288,1074,Mini Truck
101744,501744,Delhi,Jaipur,2025-09-19,2025-09-22,Delivered,7000,56,2498,14114,1081,Container
101745,501745,Chennai,Kolkata,2026-01-20,,In Transit,9345,89,1264,7621,1098,Container
101746,501746,Delhi,Lucknow,2025-10-30,2025-11-05,Delivered,9164,79,1623,12554,1032,Mini Truck
101747,501747,Bangalore,Kolkata,2025-04-16,2025-04-25,Delivered,12626,118,1318,7780,1025,Mini Truck
101748,501748,Mumbai,Mumbai,2025-07-09,,In Transit,7776,108,963,6541,1100,Container
101749,501749,Hyderabad,Kolkata,2025-02-26,2025-02-27,Delivered,4104,76,1987,9316,1016,Container
101750,501750,Hyderabad,Delhi,2026-03-29,2026-04-02,Delivered,5588,44,2350,8823,1078,Mini Truck
101751,501751,Bangalore,Kolkata,2026-01-06,2026-01-15,Delivered,2332,22,2742,18271,1037,Truck
101752,501752,Bangalore,Ahmedabad,2025-05-01,,Cancelled,13560,120,2369,11579,1004,Mini Truck
101753,501753,Hyderabad,Kolkata,2026-01-03,2026-01-06,Delivered,4140,60,2757,8310,1071,Container
101754,501754,Chennai,Ahmedabad,2025-12-19,2025-12-21,Delivered,3996,111,937,5237,1055,Truck
101755,501755,Pune,Pune,2025-07-14,2025-07-20,Delayed,10218,78,1429,4517,1025,Van
101756,501756,Hyderabad,Lucknow,2025-06-02,2025-06-07,Delivered,7797,113,2134,12682,1006,Truck
101757,501757,Mumbai,Jaipur,2025-08-18,2025-08-27,Delivered,5100,60,2509,18793,1050,Truck
101758,501758,Delhi,Mumbai,2026-02-01,2026-02-03,Delivered,885,15,2787,19449,1043,Truck
101759,501759,Delhi,Mumbai,2026-01-20,2026-01-30,Delivered,3915,87,1193,4905,1078,Truck
101760,501760,Pune,Chennai,2025-02-25,2025-02-28,Delivered,11615,115,2628,9401,1075,Container
101761,501761,Pune,Ahmedabad,2025-05-28,2025-06-03,Delivered,2310,33,2661,10605,1064,Container
101762,501762,Hyderabad,Kolkata,2025-10-16,2025-10-17,Delivered,4992,96,1889,12265,1098,Container
101763,501763,Pune,Pune,2025-05-21,2025-05-30,Delivered,13910,107,427,3116,1093,Container
101764,501764,Hyderabad,Delhi,2025-06-14,2025-06-24,Delivered,481,13,1129,5289,1068,Van
101765,501765,Delhi,Bangalore,2025-07-23,2025-07-27,Delivered,1200,16,593,2649,1022,Mini Truck
101766,501766,Bangalore,Ahmedabad,2025-04-22,2025-04-24,Delivered,3904,64,93,667,1022,Truck
101767,501767,Delhi,Kolkata,2025-06-17,2025-06-19,Delivered,2145,33,1778,12514,1086,Van
101768,501768,Mumbai,Jaipur,2026-05-23,2026-05-29,Delivered,3127,53,546,2020,1010,Van
101769,501769,Bangalore,Hyderabad,2025-02-20,2025-02-23,Delayed,8740,115,2420,6686,1051,Van
101770,501770,Chennai,Delhi,2025-04-07,2025-04-12,Delivered,1012,11,1018,3692,1033,Truck
101771,501771,Hyderabad,Jaipur,2025-04-21,,In Transit,15480,120,1947,13337,1086,Mini Truck
101772,501772,Mumbai,Mumbai,2025-01-15,,In Transit,8342,86,427,3167,1076,Mini Truck
101773,501773,Delhi,Bangalore,2025-09-25,2025-10-02,Delivered,2704,26,2395,10467,1063,Container
101774,501774,Mumbai,Ahmedabad,2025-08-26,,In Transit,3626,74,1045,7486,1023,Van
101775,501775,Hyderabad,Delhi,2025-12-13,2025-12-21,Delivered,9702,99,143,975,1076,Container
101776,501776,Hyderabad,Mumbai,2026-04-10,2026-04-11,Delivered,3640,56,2083,15521,1067,Mini Truck
101777,501777,Delhi,Chennai,2025-01-03,2025-01-06,Delivered,840,15,2748,9597,1081,Van
101778,501778,Bangalore,Pune,2025-03-30,,Cancelled,7371,91,2751,7101,1043,Container
101779,501779,Delhi,Hyderabad,2026-02-19,2026-02-21,Delivered,9443,71,2717,20795,1010,Mini Truck
101780,501780,Bangalore,Kolkata,2026-02-12,,Cancelled,4040,101,2483,13821,1069,Van
101781,501781,Mumbai,Ahmedabad,2025-10-23,2025-10-24,Delayed,975,25,569,4085,1005,Mini Truck
101782,501782,Pune,Lucknow,2026-03-20,,Cancelled,8019,81,1077,8432,1083,Mini Truck
101783,501783,Bangalore,Kolkata,2025-12-12,,In Transit,8715,83,2147,12801,1083,Truck
101784,501784,Bangalore,Chennai,2026-04-08,2026-04-17,Delivered,7749,63,196,1195,1012,Van
101785,501785,Mumbai,Bangalore,2026-02-16,2026-02-24,Delivered,3990,30,2258,17717,1024,Truck
101786,501786,Chennai,Jaipur,2025-10-09,2025-10-11,Delivered,10541,83,310,1845,1060,Container
101787,501787,Chennai,Lucknow,2026-05-20,2026-05-23,Delivered,12312,114,2604,19619,1065,Container
101788,501788,Pune,Pune,2025-05-13,2025-05-23,Delivered,3900,30,2073,5617,1083,Van
101789,501789,Pune,Lucknow,2025-01-01,2025-01-04,Delivered,12512,92,2610,9934,1007,Van
101790,501790,Delhi,Chennai,2026-02-04,2026-02-14,Delivered,5029,47,1920,5204,1087,Truck
